Category,Şirket,Adres,fk_country,Province,Town,Telefon,Category,Tag
"Mobilyacılar","Mobysit Schaerbeek","Rue Royale-Sainte-Marie 25, Schaerbeek, Brussels, Belçika",1,2,312,"+32 2 203 93 20",13,46
"Mobilyacılar","De More Meubelen","Voormuide 60, Gent, Oost-Vlaanderen, Belçika",1,4,130,"+32 9 224 00 25",13,46
"Mobilyacılar","Euro Decor","Brugsesteenweg 87, Gent, Oost Vlaanderen",1,4,130,"+32 485 225 097",13,46
"Mobilyacılar","Es Galeria","Hoveniersstraat 28, Gent, België, Oost Vlaanderen",1,4,130,"09 335 68 90",13,46
"Mobilyacılar","Moda Keuken & Boxspring","Abdijstraat 227, Antwerpen",1,1,3,"03 298 50 82",13,46
"Mobilyacılar","Top Literie","Kuikenstraat 1151, Drogenbos, Vlaams Brabant",1,6,251,"02 331 21 66",13,46
"Mobilyacılar","KP bedding 2","Sint-Bernardsesteenweg 429, Antwerpen",1,1,3,"+32(0)484 91 51 51",13,46
"Mobilyacılar","KP bedding","Bisschoppenhoflaan 11, Deurne, Antwerpen",1,1,3,"036 466604",13,46
"Mobilyacılar","Irmak Carpets","Rue Verbist 17, Sint-Joost-ten-Node, Brussel",1,2,316,"02 223 18 25",13,46
"Mobilyacılar","KP Decor","Venstraat 153, Schoten, Antwerpen",1,1,3,"+32(0)484 91 51 51",13,46
"Mobilyacılar","Ihlas Meubelen","Wondelgemstraat 108 - 140, Gent, Oost Vlaanderen",1,4,130,"09 224 14 37",13,46
"Mobilyacılar","Gevher Decoration","Rue de Visé 757, Luik, Luik",1,9,495,"04 269 48 25",13,46
"Mobilyacılar","Mobysit Uccle",,1,,,"+32 2 343 90 99",13,46
"Mobilyacılar","Beddenmarkt","Bredabaan 95, Antwerpen",1,1,3,"03 685 75 45",13,46
"Mobilyacılar","Mobysit Koekelberg","Chaussée de Jette 108-112, Koekelberg Brussels, Belçika",1,2,310,"+32 2 304 85 86",13,46
"Mobilyacılar","Promeubles","Chaussée de Louvain 321 1030 Schaerbeek, Brussel",1,2,312,"02 732 47 61",13,46
"Mobilyacılar","Nazar Meubelen","Diepestraat 25 29 2060, Antwerpen",1,1,3,"03 336 42 74",13,46
"Mobilyacılar","Nazli mobilya","Brugsesteenweg 87, Gent, Oost Vlaanderen",1,4,130,"09 236 49 69",13,46
"Mobilyacılar","Modello","Rue de Pepinster 100, 4800 ensival, Luik",1,9,474,"087 232 200",13,46
"Mobilyacılar","Meubelparadijs","Kraanstraat 8, Mechelen, Antwerpen",1,1,3,"015 260 729",13,46
"Mobilyacılar","Meubelcrash","Tolhuislaan 121, Gent, Oost Vlaanderen",1,4,130,"09 224 48 13",13,46
"Mobilyacılar","Droommeubel","Carnotstraat 78 2060, Antwerpen",1,1,3,"+32 (0)3 324 30 33",13,46
"Mobilyacılar","Kit 3 Meubelen","Antwerpsesteenweg 102 a, Gent, Oost Vlaanderen",1,4,130,"09 344 86 00",13,46
"Mobilyacılar","Take it","Weg naar Zwartberg 13 , Houthalen-Helchteren, Limburg",1,3,93,"011 60 90 30",13,46
"Mobilyacılar","Ersoy et frères bvba","Place Saint-Pierre 30, Etterbeek, Brussel",1,2,306,"02 742 31 71",13,46
"Mobilyacılar","Melisa concept","Avenue Charles-Quint 92 Ganshoren, Brussel",1,2,308,"02 427 55 43",13,46
"Mobilyacılar","Meubelen Wangeneuden","Weg naar Zwartberg 15 Houthalen-Helchteren, Limburg",1,3,93,"011 60 90 40",13,46
"Mobilyacılar","Dayim Cusine Meubles","Rue de Trazegnies 94 Charleroi, Henegouwen",1,8,363,"+32 71 30 23 72",13,46
"Mobilyacılar","Saray Meubles","Antwerpsesteenweg 319-325, Brussel",1,2,304,"02 203 50 65",13,46
"Mobilyacılar","Dayim meubles","Rue Léon Dubois 267, Henegouwen",1,8,,"071 587 552",13,46
"Mobilyacılar","Royal Comfort 2","Chaussée de Ninove 246, Brussel",1,2,304,"02 526 60 20",13,46
"Mobilyacılar","Royal Comfort","Rue Stephenson 44-48, Brussel",1,2,304,"02 215 60 60",13,46
"Mobilyacılar","Meubel concept 1","Rue de Douvres 46 1070 Anderlecht, Brussel",1,2,303,"Telefon bulunamadı",13,46
"Mobilyacılar","Planet meubles","Chaussée de Mons 902-904 1070 Anderlecht, Brussel",1,2,303,"Telefon bulunamadı",13,46
"Mobilyacılar","Meubel concept 2","Chaussée de Mons 389 1070 Anderlecht, Brussel",1,2,303,"Telefon bulunamadı",13,46
"Mobilyacılar","Bella Meubel","Sint-Jansplein 41, Antwerpen",1,1,3,"03 608 66 20",13,46
"Mobilyacılar","ima Meubelen","Oude Baan 49, Maasmechelen, Limburg",1,3,101,"089 762 270",13,46
"Mobilyacılar","Ünlü meubelen","Koning Boudewijnlaan 35, Genk, Limburg",1,3,462,"089 382 398",13,46
"Mobilyacılar","Murat Meubelen","Brugstraat 67, Heusden-Zolder, Limburg",1,3,91,"011 42 40 08",13,46
"Mobilyacılar","Elegance Home","Stalenstraat 233, Genk, Limburg",1,3,462,"089 30 39 44",13,46
"Mobilyacılar","Dc Decor","Place Saint-Pierre 30 1040 Etterbeek, Brussel",1,2,306,"02 742 31 71",13,46
"Mobilyacılar","Kontex","Sint-Elisabethstraat 15 17, Antwerpen",1,1,3,"03 233 39 66",13,46
"Mobilyacılar","Happy Home","Rue Van Hoorde 32 34, Schaerbeek, Brussel",1,2,312,"02 216 03 79",13,46
"Mobilyacılar","itimat mobilya","Rue Josaphat 222, Schaerbeek, Brussel",1,2,312,"02 215 60 60",13,46
"Mobilyacılar","Waasmeubelen","Antwerpsesteenweg 97 9100 Sint-Niklaas, Oost Vlaanderen",1,4,161,"03 337 32 71",13,46
"Mobilyacılar","Sahin Mobilya","Chaussee de Gand 12 1080 Molenbeek-Saint-Jean, Brussel",1,4,315,"02 411 38 80",13,46
"Mobilyacılar","Pamukkale","Mechelsesteenweg 88 9200 Dendermonde, Oost Vlaanderen",1,4,124,"03 777 61 57",13,46
"Mobilyacılar","Barika Meubelen","Sint-Bernardsesteenweg 236, Antwerpen",1,1,3,"+32(0)484 91 51 51",13,46
"Mobilyacılar","Mobysit Antwerpen","Abdijstraat 36-38, 2020 Antwerpen, Belçika",1,1,3,"+32 3 237 77 79",13,46
"Mobilyacılar","Bel-interieur","Rue des Palais 91 1030 Schaerbeek, Brussel",1,2,312,"02 215 41 30",13,46
"Mobilyacılar","Ac Meubles","Rue du Prado 14 1080 Molenbeek-Saint-Jean, Brussel",1,2,315,"02 414 16 50",13,46
"Mobilyacılar","Pamukkale Mobilya","Ankerstraat 109, Sint-Niklaas, Oost Vlaanderen",1,4,161,"03 777 61 57",13,46
"Mobilyacılar","E&S GALERIA","Hoveniersstraat 28 Gent, Oost Vlaanderen",1,4,130,"09 335 68 90",13,46
"Mobilyacılar","Deco Meubles",,1,,,"071 41 51 65",13,46
"Mobilyacılar","MODIVA MEUBLES","Rue Josaphat 222 Schaerbeek, Brussel",1,2,312,"02 241 45 80",13,46
"Mobilyacılar","CARDIN CONCEPT MEUBLES","Chaussée de Helmet 122 1030 Schaerbeek, Brussel",1,2,312,"02 218 55 45",13,46
"Mobilyacılar","ALISYSTEME – PROMEUBLES","Brugse Steenweg 7 9940 Evergem, Oost Vlaanderen",1,4,128,"09 258 08 68",13,46
"Mobilyacılar","PRO MEUBLES","Chaussée de Louvain 321 1030 Schaerbeek, Brussel",1,2,312,"02 732 47 61",13,46
"Mobilyacılar","Home Comfort","Diepestraat 29 2060, Antwerpen",1,1,3,"03 226 63 00",13,46
"Muhasebeciler","OZTURK TAX CONSULT","Michiel de Swaenstraat 2, 2170 Antwerpen, België",1,1,3,"+32468166531",16,64
"Muhasebeciler","BBB Advies","Katersberg 26, Geel, Antwerpen, Belçika",1,1,3,"Telefon bulunamadı",16,64
"Muhasebeciler","Proactive Consult","Frans Broeckaertlaan 45, Overmere Berlare,",1,,117,"0 488 511 148",16,64
"Muhasebeciler","BBB Advies","Adres bulunamadı",1,,,"+32(0)484 91 51 51",16,64
"Muhasebeciler","DUZ ACCOUNT","Rue Vondel 127, Schaerbeek, Brussels",1,2,312,"0475 31 34 48",16,64
"Muhasebeciler","FVS Services","Violettestraat 27, 9300 Aalst, Oost Vlaanderen, Belçika",1,4,114,"+32 53 41 82 93",16,64
"Muhasebeciler","FK Boekhouding","Francisco Ferrerlaan 216, Gent, Oost Vlaanderen, Belçika",1,4,130,"+32 9 330 37 47",16,64
"Muhasebeciler","Dondu Deveci","Rue Royale 233, 1210 Saint-Josse-ten-Noode, Brussels, Belçika",1,2,316,"+32474 60 82 01",16,64
"Muhasebeciler","Alfa Consulting","Pothoekstraat 65, Antwerpen, Antwerpen",1,1,3,"03 663 53 20",16,64
"Muhasebeciler","Isler & Partners","Rue Osseghem 228, Sint-Jans-Molenbeek, Brussel",1,2,315,"+32(0)484 91 51 51",16,64
"Muhasebeciler","Ayas boekhouding en fiscaliteit","Lindenlaan 43 Maasmechelen, Limburg",1,3,101,"+32(0)484 91 51 51",16,64
"Muhasebeciler","Yuksel Sigorta","Kerkstraat 1, Beringen, Limburg",1,3,74,"+32(0)484 91 51 51",16,64
"Muhasebeciler","Koc Consult","Gouden Jubileumplein 20 3582 Beringen, Limburg",1,3,74,"011 50 15 75",16,64
"Muhasebeciler","Ozer Selahaddin","Halveld 44, Heusden-Zolder, Limburg",1,3,91,"+32(0)484 91 51 51",16,64
"Muhasebeciler","TM Tax B.V.B.A.","Amerikalei 122 2000, Antwerpen",1,1,3,"+32 (0)3 248 47 60",16,64
"Muhasebeciler","Asiye Goktekin","Driekoningenstraat 61, Berchem, Antwerpen",1,1,3,"03 808 20 60",16,64
"Muhasebeciler","Taxconcept","Daniël Baginierlaan 40, Antwerpen",1,1,3,"+32(0)484 91 51 51",16,64
"Muhasebeciler","Kadir Kaya","Onze-Lieve-Vrouwstraat 2, Antwerpen",1,1,3,"03 298 59 25",16,64
"Mutfakçılar","CMK keukens","Dendermondsesteenweg 52, Gent, Oost Vlaanderen",1,4,130,"+32(0)484 91 51 51",15,119
"Mutfakçılar","Moda Keuken & Boxspring","Abdijstraat 227, Antwerpen",1,1,3,"03 298 50 82",15,119
"Mutfakçılar","Yagi – Algemeen schrijnwerkerij","Krokussenlaan 12, 3583 Paal Beringen, Limburg",1,3,74,"011 72 66 37",15,119
"Mutfakçılar","Kitchen Project","Rue Josaphat 192-194, Schaarbeek, Brussel",1,2,312,"+32(0)484 91 51 51",15,119
"Mutfakçılar","SAFAK KEUKENS GENT","Frans van Ryhovelaan 15 9000 GENT, Oost Vlaanderen",1,4,130,"Telefon bulunamadı",15,119
"Mutfakçılar","Angora keukens","Beringersteenweg 48, Heusden-Zolder, Limburg",1,3,91,"+32(0)484 91 51 51",15,119
"Mutfakçılar","Melisa concept","Avenue Charles-Quint 92 Ganshoren, Brussel",1,2,308,"02 427 55 43",15,119
"Mutfakçılar","Keukenplanet","Genk, Limburg",1,3,462,"+32(0)484 91 51 51",15,119
"Mutfakçılar","Dayim Cusine Meubles","Rue de Trazegnies 94 Charleroi, Henegouwen",1,8,363,"+32 71 30 23 72",15,119
"Mutfakçılar","Kitchen Harmony","Chaussée de Mons 673 1070 Anderlecht, Brussel",1,2,303,"Telefon bulunamadı",15,119
"Mutfakçılar","Safak Keuken","Sint-Bernardsesteenweg 307, Antwerpen",1,1,3,"03 825 75 28",15,119
"Mutfakçılar","City Keuken","Antwerpsesteenweg 97, 9100 Sint-Niklaas, Oost Vlaanderen",1,4,161,"+32 484 54 90 45",15,119
"Nargile CafeBar","Eetcafé Moda","Nationalestraat 45, Antwerpen, Antwerpen",1,1,3,"+32(0)484 91 51 51",11,28
"Nargile CafeBar","Kristal Video","Waterleidingstraat 1b, Heusden-Zolder, Limburg",1,3,91,"011 571 968",11,28
"Nargile CafeBar","Video Kapadokya Ve Nargile","Kastanjelaan 31, Maasmechelen, Limburg",1,3,101,"+32(0)484 91 51 51",11,28
"Nargile CafeBar","Sortie Nargile","Meldertstraat 38/1, Hasselt, Limburg",1,3,86,"+32(0)484 91 51 51",11,28
"Nargile CafeBar","The Sultanz Shisha","Statiestraat 5a 2018, Antwerpen",1,1,3,"+32(0)484 91 51 51",11,28
"Otel","Rent By Night SPRL","Rue du Marché au Charbon 13, Brussel",1,2,304,"+32(0)484 91 51 51",18,73
"Otel","The Helmet","Rue des Palais 90, Brussel",1,2,304,"02 669 35 35",18,73
"Oyuncakcılar","De Max","Provincialebaan 123, Buggenhout, Oost Vlaanderen",1,4,120,"+32(0)484 91 51 51",13,10
"Oyuncakcılar","Tekin Bike","Stalenstraat 62-64, Genk, Limburg",1,3,462,"+32(0)484 91 51 51",13,10
"Pideciler","Mevlana Pide","Brederodestraat 138, Antwerpen",1,1,3,"03 237 74 62",11,29
"Pideciler","LALE PİDE & PIZZERIA","Chaussée de Haecht 129 1030 Schaerbeek, Brussel",1,2,312,"02 217 47 82",11,29
"Pideciler","Cemil Pizzeria","Chaussée de Haecht 85, Schaerbeek, Brussel",1,2,312,"02 223 35 22",11,29
"Pideciler","Hanedan","Chaussée de Haecht 79, Sint-Joost-ten-Node, Brussel",1,2,316,"02 217 03 62",11,29
"Pideciler","Metin Pide","Chaussée de Haecht 94, Schaerbeek, Brussel",1,2,312,"02 217 68 63",11,29
"Pideciler","Pizzeria Kocak","Chaussée de Haecht 135, Schaerbeek, Brussel",1,2,312,"02 218 47 31",11,29
"Pideciler","Bosphore","Place Bizet 15 1070 Anderlecht, Brussel",1,2,303,"02 522 21 55",11,29
"Pideciler","Kardelen Pide",,1,,,"02 201 15 91",11,29
"Pideciler","Pizzeria Bodrum","Rue Wayez 89, Anderlecht, Brussel",1,2,303,"+32(0)484 91 51 51",11,29
"Pideciler","Nasreddin Pide&Pizza","Chaussée de Haecht 77, Schaerbeek, Brussel",1,2,312,"02 219 32 99",11,29
"Pideciler","Poyraz pizzeria","Driekoningenstraat 35, Antwerpen",1,1,3,"03 281 41 08",11,29
"Pideciler","Orient Mevlana","Statiestraat 91, Antwerpen",1,1,3,"03 218 72 82",11,29
"Pideciler","Oz Konya Pizza","Sleepstraat 62 9000 Gent, Oost Vlaanderen",1,4,130,"09 336 10 91",11,29
"Pideciler","Mashar Pide Salonu","Vennestraat 154 Genk, Limburg",1,3,462,"089 25 55 52",11,29
"Pideciler","Altin sis Kebab Salonu","Rue du Village 12 Quaregnon, Henegouwen",1,8,407,"+32(0)484 91 51 51",11,29
"Pideciler","Ince Pide","Chaussée de Haecht 129, Schaarbeek, Brussel",1,2,312,"022 174782",11,29
"Pideciler","Önder pide","Rue Josaphat 94, Schaarbeek, Brussel",1,2,312,"02 242 98 73",11,29
"Pideciler","Konak pide","Rue Gallait 8, Schaarbeek, Brussel",1,2,312,"+32(0)484 91 51 51",11,29
"Pideciler","Kücük Ev Pide ve Izgara","Place de la Digue 33, 6000 Charleroi, Henegouwen, Belçika",1,8,363,"71 95 50 85",11,29
"Pideciler","Ege Pide","Rue de la Poste 31, 6200 Châtelet, Henegouwen, Belçika",1,8,364,"+32 487 89 44 26",11,29
"Pizzacılar","Coban Pizza Pita","Pastoor Boelstraat, Temse,25 Oost Vlaanderen, Belçika",1,4,163,"+32 3 771 59 56",11,29
"Pizzacılar","BE-JACK’S","Houtbriel 5, 9100 Sint-Niklaas, Oost Vlaanderen, Belçika",1,4,161,"+32 3 770 70 80",11,29
"Pizzacılar","Bella Italia","Turnhoutsebaan 452, Schilde, Antwerpen",1,1,3,"03 383 16 69",11,29
"Pizzacılar","Pizza Services","Walpoortstraat 7, Gent, Oost Vlaanderen",1,4,130,"09 233 44 10",11,29
"Pizzacılar","Florenty",,1,,,"02 229 00 54",11,29
"Pizzacılar","Kaya Döner","Waterstraat 10, Bilzen, Limburg",1,3,462,"089 615 895",11,29
"Pizzacılar","Pizzeria Cemil","Chaussée de Haecht 85, Schaarbeek, Brussel",1,2,312,"02 223 35 22",11,29
"Pizzacılar","Aksu Döner kebap & pizzeria","Steenweg 17, As, Limburg",1,3,462,"089 659 412",11,29
"Pizzacılar","Parma","Dorpsstraat 39, Londerzeel, Vlaams Brabant",1,6,277,"052 30 35 20",11,29
"Pizzacılar","Pizza Napoli Beveren","Brugstraat 12, Beveren, Oost Vlaanderen",1,4,118,"03 775 72 28",11,29
"Pizzacılar","Pizza Phone","Montignystraat 113, Antwerpen",1,1,3,"03 248 40 40",11,29
"Pizzacılar","Altin sis Kebab Salonu","Rue du Village 12 Quaregnon, Henegouwen",1,8,407,"+32(0)484 91 51 51",11,29
"Pizzacılar","Pizza Napoli(Oudenaarde)","Nestor de Tièrestraat 180, Oudenaarde, Oost Vlaanderen",1,4,155,"05 530 20 03",11,29
"Pizzacılar","Kapadokya","Jaak Embrechtsstraat 65, Antwerpen",1,1,3,"03 345 16 15",11,29
"Pizzacılar","Pizzeria Pepino","Gillisplaats 4, Antwerpen",1,1,3,"03 248 47 49",11,29
"Pizzacılar","Pizza Pitta House 1","Lierseweg 115, Herentals, Antwerpen",1,1,3,"014 226 671",11,29
"Pizzacılar","Pizza Roma","Hoogstraat 162, Gent, Oost Vlaanderen",1,4,130,"09 238 20 00",11,29
"Pizzacılar","Pizza Gök","Sluizeken 22, Gent, Oost Vlaanderen",1,4,130,"09 233 53 56",11,29
"Pizzacılar","Orient Diest","Delphine Alenuslaan 39 Diest, Vlaams Brabant",1,6,249,"013 678 326",11,29
"Pizzacılar","Efes grillhouse","Hasseltsestraat 83 Diest, Vlaams Brabant",1,6,249,"013 315 752",11,29
"Pizzacılar","Karaca Pita-Pizza","Hovestraat 26, Edegem, Antwerpen",1,1,3,"03 257 27 86",11,29
"Pizzacılar","Oz Konya Pizza","Sleepstraat 62 9000 Gent, Oost Vlaanderen",1,4,130,"09 336 10 91",11,29
"Pizzacılar","Pizza Tono","Kerkstraat 7, Antwerpen",1,1,3,"03 888 00 75",11,29
"Pizzacılar","Gulhan Pizza","Sleepstraat 70 9000 Gent, Oost Vlaanderen",1,4,130,"09 233 51 24",11,29
"Pizzacılar","Poyraz pizzeria","Driekoningenstraat 35, Antwerpen",1,1,3,"03 281 41 08",11,29
"Pizzacılar","Orient Mevlana","Statiestraat 91, Antwerpen",1,1,3,"03 218 72 82",11,29
"Pizzacılar","Pizzeria Primo","Stationsstraat 45 9160 Lokeren, Oost Vlaanderen",1,4,145,"09 348 24 34",11,29
"Pizzacılar","Almina","Antwerpsesteenweg 152, Antwerpen",1,1,3,"03 344 05 04",11,29
"Pizzacılar","Pizza Pinokyo","Kroonplein 16, Antwerpen",1,1,3,"03 645 57 77",11,29
"Pizzacılar","Pizza Tono","Kerkstraat 7, Boom, Antwerpen",1,1,3,"03 888 00 75",11,29
"Pizzacılar","Pizzalijn","Heirmanstraat 4-6, Merksem 2170 Antwerpen, Belçika",1,1,3,"+32 3 645 45 10",11,29
"Pizzacılar","Nasreddin Pide&Pizza","Chaussée de Haecht 77, Schaerbeek, Brussel",1,2,312,"02 219 32 99",11,29
"Pizzacılar","Pizza City","Gaston Burssenslaan 15, Antwerpen",1,1,3,"03 219 52 23",11,29
"Pizzacılar","Pizza Gino","Kloosterstraat 63, Ekeren, Antwerpen",1,1,3,"03 541 59 31",11,29
"Pizzacılar","Pizza Napoli","Heuvelstraat 36, Hemiksem, Antwerpen",1,1,3,"03 887 82 21",11,29
"Popüler Firmalar","DUZ ACCOUNT","Rue Vondel 127, Schaerbeek, Brussels",1,2,312,"0475 31 34 48",15,118
"Popüler Firmalar","TEKİNCE TANTUNİ","Place Liedts 1, 1030 Schaerbeek, Brussels",1,2,312,"+32 489 71 05 52",15,118
"Popüler Firmalar","Urfa Kebap","Sleepstraat 90, Gent, Oost Vlaanderen",1,4,130,"09 324 03 51",15,118
"Popüler Firmalar","Onur Ramen Deuren","Plezantstraat 145, Sint-Niklaas, Oost Vlaanderen",1,4,161,"03 776 88 90",15,118
"Popüler Firmalar","Zon Fırat","Dambruggestraat 224, Antwerpen",1,1,3,"+32 3 227 39 97",15,118
"Reklamcılar","Dmg Webdesign","Adres bulunamadı",1,,,"+32483256405",15,120
"Reklamcılar","Globe Print","N2 7, 1932 Zaventem, Belgique",1,,300,"0475902831",15,120
"Reklamcılar","Art Media","Afrikalaan 65, Gent, Oost Vlaanderen",1,4,130,"Telefon bulunamadı",15,120
"Reklamcılar","Biyik sprl","Rue Emile Vandervelde 44 Charleroi, Henegouwen",1,8,363,"071 310 203",15,120
"Reklamcılar","Max Reclame","Pastoor Paquaylaan 101, Heusden-Zolder, Limburg",1,3,91,"011 91 77 82",15,120
"Reklamcılar","Panda Print","Antwerpsesteenweg 62, Aartselaar, Antwerpen",1,1,2,"+32(0)484 91 51 51",15,120
"Reklamcılar","Lux Light","André Dumontlaan 236, Genk, Limburg",1,3,462,"+32(0)484 91 51 51",15,120
"Reklamcılar","Reksan Reklam","Wondelgemstraat 143, Gent, Oost Vlaanderen",1,4,130,"+32(0)484 91 51 51",15,120
"Reklamcılar","Print Expresse","Rue Marie-Christine 176, Laeken, Brussel",1,2,304,"0484 54 50 56",15,120
"Reklamcılar","Elit Design","Sint-Bernardsesteenweg 664, Antwerpen",1,1,3,"03 237 01 00",15,120
"Reklamcılar","Drukkerij Mosaic","Sint-Gummarusstraat 23, Antwerpen",1,1,3,"03 226 90 14",15,120
"Reklamcılar","Deniz Reclame","Patriottenstraat 14, Berchem, Antwerpen",1,1,3,"+32(0)484 91 51 51",15,120
"Restorantlar","Mevlana Restaurant","Lange Stuivenbergstraat 42-46, Antwerpen",1,1,3,"+32 (0) 3 235 93 59",11,29
"Restorantlar","Şifa","Lange Stuivenbergstraat 58, Antwerpen",1,1,3,"03 231 31 34",11,29
"Restorantlar","Pizza Gino","Kloosterstraat 63, Ekeren, Antwerpen",1,1,3,"03 541 59 31",11,29
"Restorantlar","Saporevore","Herentalsebaan 441, Wommelgem, Antwerpen",1,1,3,"03 366 65 72",11,29
"Restorantlar","Pizza City","Gaston Burssenslaan 5, Antwerpen",1,1,3,"03 219 52 23",11,29
"Restorantlar","LALE PİDE & PIZZERIA","Chaussée de Haecht 129 1030 Schaerbeek, Brussel",1,2,312,"02 217 47 82",11,29
"Restorantlar","TEKİNCE KEBAP","Chaussée de Haecht 129, 1030 Schaerbeek, Brussels",1,2,312,"+32 485 61 63 04",11,29
"Restorantlar","ZİYAFET RESTAURANT","Chaussée de Haecht 118 1030 Schaerbeek, Brussel",1,2,312,"+32 486 86 76 58",11,29
"Restorantlar","HAS KEBAB","Chaussée de Haecht 115 1030 Schaerbeek, Brussel",1,2,312,"02 203 83 00",11,29
"Restorantlar","Bodrum Palace","Vondelstraat 24, Antwerpen",1,1,3,"+32(0)484 91 51 51",11,29
"Restorantlar","Örnek Restaurant","Oudburg 17, Gent, Oost Vlaanderen",1,4,130,"09 225 17 75",11,29
"Restorantlar","Orient Restaurant","Stalenstraat 163, Genk, Limburg",1,3,462,"089 84 13 93",11,29
"Restorantlar","Özgem Restaurant","Sleepstraat 90, Gent, Oost Vlaanderen",1,4,130,"09 225 84 34",11,29
"Restorantlar","Urfa Kebap","Sleepstraat 90, Gent, Oost Vlaanderen",1,4,130,"09 324 03 51",11,29
"Restorantlar","Zorba Restaurant","Beauduinstraat 6, Tienen, Vlaams Brabant",1,6,295,"016 82 32 22",11,29
"Restorantlar","Hasan Baba Restaurant","Vierhekkensstraat 25 Drongen, Oost Vlaanderen",1,4,,"09 227 47 00",11,29
"Restorantlar","KERVANSARAY RESTAURANT","Boulevard du Jardin Botanique 7, Brussel",1,2,304,"02 219 78 58",11,29
"Restorantlar","Beyzade Restaurant","Chaussée de Haecht 121 Schaerbeek, Brussel",1,2,312,"02 219 08 80",11,29
"Restorantlar","Konya LOKANTASI","Rue du Méridien 69, Saint-Josse-ten-Noode, Brussel",1,2,316,"02 219 79 23",11,29
"Restorantlar","Hanedan","Chaussée de Haecht 79, Sint-Joost-ten-Node, Brussel",1,2,316,"02 217 03 62",11,29
"Restorantlar","Kargin Restaurant","Rue du Méridien 61, Saint-Josse-ten-Noode, Brussel",1,2,316,"02 218 22 00",11,29
"Restorantlar","Şehzade Restaurant","Chaussée de Bruxelles 7, Wemmel, Vlaams Brabant",1,2,304,"02 569 75 40",11,29
"Restorantlar","Yurda’s Keuken(Catering)","Beverlosesteenweg 65, Beringen, Limburg",1,3,74,"+32(0)484 91 51 51",11,29
"Restorantlar","Nur Kebap","Sint-Gummarusstraat 53, Antwerpen",1,1,3,"+32(0)484 91 51 51",11,29
"Restorantlar","Eethuis Orient","Koolmijnlaan 62, Heusden-Zolder, Limburg",1,3,91,"011 57 17 11",11,29
"Restorantlar","Bolu Restaurant","Guido Gezellelaan 57, Heusden, Limburg",1,3,462,"011 76 91 94",11,29
"Restorantlar","Marmaris Restaurant","Avenue Chazal 28 1030 Schaerbeek, Brussel",1,2,312,"02 733 88 28",11,29
"Restorantlar","Avanos","Sint-Willibrordusplein 35, Heusden-Zolder, Limburg",1,3,91,"011 21 19 22",11,29
"Restorantlar","Pizzeria Bodrum","Rue Wayez 89, Anderlecht, Brussel",1,2,303,"+32(0)484 91 51 51",11,29
"Restorantlar","Konya Restaurant","Rue du Méridien 69 b, Saint-Josse-ten-Noode, Brussel",1,2,316,"02 219 79 23",11,29
"Restorantlar","Restaurant pipa pi","Winkelomseheide 100, Geel, Antwerpen",1,1,3,"+32(0)484 91 51 51",11,29
"Restorantlar","Pizzeria Eilandje","Bordeauxstraat 4, Antwerpen",1,1,3,"+32(0)484 91 51 51",11,29
"Restorantlar","Goksu","Van Kerckhovenstraat 22, Antwerpen",1,1,3,"03 231 40 43",11,29
"Restorantlar","Label Belle","Rue du Progrès 5 1210 Saint-Josse-ten-Noode, Brussel",1,2,316,"02 201 90 79",11,29
"Restorantlar","Muradim Restaurant","Gijzelaarsstraat 4, Antwerpen",1,1,3,"03 237 05 33",11,29
"Restorantlar","LA DOLCE RESTAURANT","Dorpsstraat 115 2940 Stabroek, Antwerpen",1,1,3,"03 569 09 00",11,29
"Restorantlar","Restaurant Anatolia","Meester van der Borghtstraat 65, Antwerpen",1,1,3,"015 752 373",11,29
"Restorantlar","Lale Restaurant","Donklaan 122, Antwerpen",1,1,3,"09 328 77 50",11,29
"Restorantlar","Gulhan Pizza","Sleepstraat 70 9000 Gent, Oost Vlaanderen",1,4,130,"09 233 51 24",11,29
"Restorantlar","Chez Vedat","Boulevard Jacques Bertrand 64, Charleroi, Henegouwen",1,8,363,"071 796 968",11,29
